FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
centroiniciacao.fid--370298aa_15b3a2610e3_7196,76019,Centro de Iniciação ao Esporte - Cascavel - PR - Modelo I,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PR,CASCAVEL,--,,Em execução,30 de Junho de 2016,POINT (-53.455 -24.956),0
centroiniciacao.fid--370298aa_15b3a2610e3_7197,76020,Centro de Iniciação ao Esporte - Barreiras - BA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,BA,BARREIRAS,--,,Em execução,30 de Junho de 2016,POINT (-44.99 -12.153),0
centroiniciacao.fid--370298aa_15b3a2610e3_7198,76021,Centro de Iniciação ao Esporte - Guarapari - ES - Modelo II,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,ES,GUARAPARI,--,,Em execução,30 de Junho de 2016,POINT (-40.511 -20.658),0
centroiniciacao.fid--370298aa_15b3a2610e3_7199,76022,Centro de Iniciação ao Esporte - Altamira - PA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PA,ALTAMIRA,--,,Em execução,30 de Junho de 2016,POINT (-52.206 -3.203),0
centroiniciacao.fid--370298aa_15b3a2610e3_719a,76023,Centro de Iniciação ao Esporte - Ferraz de Vasconcelos - SP - Modelo II,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,SP,FERRAZ DE VASCONCELOS,--,,Em execução,30 de Junho de 2016,POINT (-46.369 -23.541),0
centroiniciacao.fid--370298aa_15b3a2610e3_719b,76026,Centro de Iniciação ao Esporte - Divinópolis - MG - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,MG,DIVINÓPOLIS,--,,Em execução,30 de Junho de 2016,POINT (-44.884 -20.139),0
centroiniciacao.fid--370298aa_15b3a2610e3_719c,76028,Centro de Iniciação ao Esporte - Uberaba - MG - Modelo II,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,MG,UBERABA,--,,Em obras,30 de Junho de 2016,POINT (-47.932 -19.748),0
centroiniciacao.fid--370298aa_15b3a2610e3_719d,76029,Centro de Iniciação ao Esporte - Mesquita - RJ - Modelo II,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,RJ,MESQUITA,--,,Em execução,30 de Junho de 2016,POINT (-43.429 -22.782),0
centroiniciacao.fid--370298aa_15b3a2610e3_719e,76030,Centro de Iniciação ao Esporte - Alagoinhas - BA - Modelo I,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,BA,ALAGOINHAS,--,,Em execução,30 de Junho de 2016,POINT (-38.419 -12.136),0
centroiniciacao.fid--370298aa_15b3a2610e3_719f,76032,Centro de Iniciação ao Esporte - Londrina - PR - Modelo II,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PR,LONDRINA,--,,Em execução,30 de Junho de 2016,POINT (-51.163 -23.31),0
centroiniciacao.fid--370298aa_15b3a2610e3_71a0,76033,Centro de Iniciação ao Esporte - Santarém - PA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PA,SANTARÉM,--,,Em execução,30 de Junho de 2016,POINT (-54.708 -2.443),0
centroiniciacao.fid--370298aa_15b3a2610e3_71a1,76034,Centro de Iniciação ao Esporte - Ilhéus - BA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,BA,ILHÉUS,--,,Em execução,30 de Junho de 2016,POINT (-39.049 -14.789),0
